44,20,7
61,21,50
95,38,8
62,76,93
12,81,22
44,35,57
46,47,65
61,81,90
25,24,62
51,39,37
63,34,58
57,21,38
19,54,5
14,13,99
86,11,46
14,18,16
10,97,53
44,67,17
38,2,36
86,79,8
42,42,87
5,78,58
38,24,6
53,76,68
78,58,87
78,35,19
76,40,7
49,87,92
14,15,48
5,98,76
86,49,55
56,22,73
31,79,86
47,22,38
32,62,95
54,1,67
66,95,64
60,17,80
68,90,78
59,25,77
93,49,9
22,5,93
48,95,33
44,31,10
87,60,4
17,68,6
54,8,45
91,17,51
91,1,44
56,25,9
31,92,26
19,49,83
19,24,62
30,6,60
5,28,28
91,44,21
36,22,8
7,93,7
17,55,36
32,55,30
55,20,83
67,69,25
45,27,67
70,49,52
74,82,29
14,17,5
17,46,71
16,93,51
92,84,25
8,89,65
77,92,25
63,67,40
35,3,76
98,67,99
12,39,11
60,54,18
97,52,5
64,97,77
55,91,49
44,44,48
61,78,16
57,41,44
68,89,28
50,80,5
33,66,25
72,44,9
4,89,38
49,17,99
77,11,95
30,28,48
93,28,73
94,72,19
58,11,47
5,10,49
46,63,47
80,78,25
30,53,24
27,57,18
88,27,66
99,6,76
71,78,76
35,11,41
17,44,96
15,26,53
43,67,66
43,81,2
68,34,68
89,49,87
66,81,43
8,29,66
82,69,85
59,67,65
100,71,60
68,67,57
10,69,1
85,18,13
6,22,73
13,73,85
20,39,6
13,38,7
5,37,84
76,100,78
38,31,22
22,80,61
42,55,6
48,11,49
92,41,16
72,22,79
16,96,30
28,97,39
22,33,38
54,78,93
31,6,70
56,26,89
45,55,81
95,66,15
71,37,31
62,37,27
89,66,37
28,58,46
6,66,38
68,35,89
7,44,55
99,57,10
53,4,90
47,95,80
50,3,16
70,50,34
86,72,4
42,23,42
44,56,47
90,86,55
12,96,4
85,66,78
66,80,49
12,44,7
20,76,93
7,12,76
42,88,32
34,2,12
4,52,100
14,22,88
99,87,2
59,10,28
27,77,14
94,60,28
63,12,26
13,94,73
43,50,46
51,39,13
45,27,49
65,86,8
30,91,61
96,56,70
20,13,75
1,19,60
78,31,61
6,17,43
12,89,13
11,26,8
74,47,25
81,36,54
1,47,18
90,60,83
45,43,43
69,94,35
2,96,56
81,91,16
75,71,44
81,5,34
80,18,4
3,17,50
71,88,60
90,93,75
42,99,59
67,2,41
58,100,7
98,48,31
65,17,60
66,77,27
78,67,95
35,76,81
62,78,36
71,16,1
7,44,65
37,94,6
13,86,14
25,65,25
22,30,28
97,53,99
28,50,36
63,82,89
70,20,57
49,97,76
17,41,25
11,36,93
89,48,15
97,44,6
18,77,35
91,68,98
90,30,47
39,20,19
26,2,83
55,51,68
66,93,78
23,17,35
80,60,72
65,56,5
8,21,26
56,10,86
58,2,75
96,30,47
20,32,97
3,25,68
62,30,42
95,6,78
100,89,32
11,93,78
51,36,93
20,82,66
45,78,28
78,64,95
61,52,88
91,75,3
74,15,14
32,50,51
11,72,58
90,15,65
10,43,44
41,3,27
68,12,89
58,56,33
13,49,19
30,11,98
86,82,5
45,39,75
62,13,30
42,74,5
75,72,72
22,32,5
22,81,80
96,3,57
4,24,22
68,33,8
49,43,45
50,5,4
5,79,28
42,60,93
71,28,62
33,33,1
6,39,21
96,58,79
87,61,33
31,6,93
100,10,69
39,3,55
21,29,70
1,24,58
36,73,31
72,72,77
3,25,23
96,43,10
80,90,33
78,66,30
75,41,74
22,100,33
41,49,30
64,53,71
81,83,51
96,65,86
51,13,76
15,96,81
63,86,20
43,41,95
43,86,60
67,95,5
72,89,50
29,32,87
99,52,61
11,25,54
63,77,81
66,79,90
29,86,55
42,53,9
19,53,9
90,80,17
7,74,17
59,91,3
93,87,27
52,70,70
83,32,76
45,11,71
2,56,33
6,100,84
97,71,80
78,51,40
74,65,61
17,65,19
56,37,21
11,56,34
82,46,41
52,20,12
80,9,100
11,39,55
54,40,59
76,20,80
26,1,13
8,40,78
23,84,15
30,71,27
39,5,92
18,59,34
49,18,27
41,14,33
40,5,93
32,55,14
100,41,100
49,45,29
27,30,35
92,55,61
90,92,33
84,46,91
47,74,76
92,61,36
47,67,71
35,54,51
85,51,95
75,88,18
12,23,7
84,1,35
49,18,67
70,49,22
37,73,73
7,39,9
32,71,48
65,29,86
60,18,11
28,76,31
28,22,58
51,92,3
34,61,65
58,6,2
61,62,13
3,80,51
49,40,29
10,12,76
81,23,49
63,3,28
17,81,35
55,5,51
32,87,25
39,74,16
91,89,58
49,75,9
38,47,54
33,76,43
16,37,26
64,94,54
37,46,31
1,98,100
11,35,60
20,28,11
37,64,24
27,67,2
78,21,37
43,83,79
78,67,21
20,76,73
69,17,19
21,56,4
92,17,22
56,79,89
71,17,51
35,34,45
91,44,82
74,51,42
99,26,54
59,51,5
5,72,96
48,79,7
3,32,53
37,37,63
2,61,45
87,83,6
29,43,95
26,47,1
66,92,34
60,62,54
12,33,4
6,94,16
31,9,46
38,68,83
38,2,39
49,20,41
68,96,16
25,5,52
18,3,74
63,69,89
6,29,87
78,41,1
39,31,39
41,62,63
1,94,71
59,86,60
2,1,99
56,12,60
18,90,14
83,1,91
6,35,62
82,76,56
92,33,65
80,61,79
2,81,15
55,4,50
76,69,28
20,64,79
72,98,37
68,99,15
66,99,3
60,25,57
96,24,8
60,17,46
76,33,20
49,12,23
37,99,18
52,57,32
13,79,69
97,8,80
55,75,99
23,58,14
45,57,10
16,51,27
19,38,3
24,41,20
15,100,37
56,91,47
41,24,78
73,13,59
79,56,74
25,19,39
85,20,38
24,30,36
81,67,17
42,30,64
86,99,10
33,88,52
4,8,49
19,74,42
74,31,63
43,70,24
97,51,42
16,38,48
21,45,6
81,51,36
97,68,92
1,16,11
99,16,65
81,97,24
82,96,72
22,7,75
67,12,28
39,20,95
10,74,53
72,39,83
49,27,52
24,87,12
94,38,99
46,61,66
20,79,1
94,49,16
95,72,67
8,16,27
20,97,97
92,16,19
94,61,39
100,70,99
67,49,78
59,32,36
84,58,9
72,60,81
72,88,48
19,62,50
86,83,78
60,50,27
19,25,47
40,54,62
24,61,3
58,17,49
24,27,52
72,82,19
57,4,62
12,95,1
82,48,34
55,77,86
13,58,94
47,90,47
46,16,34
44,14,72
9,1,85
98,38,3
44,85,11
76,2,86
86,6,100
99,30,11
22,98,77
38,98,48
59,29,58
29,16,90
78,51,13
35,5,80
92,65,72
92,3,57
74,79,76
10,85,41
61,69,30
29,47,77
49,29,31
66,39,19
43,94,83
89,93,72
73,79,42
29,43,94
37,9,41
11,43,36
9,20,92
8,10,5
43,9,4
81,100,70
66,73,82
42,20,73
10,5,59
59,100,9
78,46,70
26,5,83
19,94,25
49,39,51
7,65,100
60,66,93
38,2,56
42,47,13
75,13,97
57,52,4
38,64,13
6,28,35
55,40,61
53,46,28
28,54,6
55,43,23
62,82,93
45,17,19
88,56,9
61,95,8
37,65,63
88,78,93
46,83,8
50,36,75
39,26,50
6,23,98
77,18,7
88,87,70
13,92,15
5,10,65
90,35,21
16,64,65
42,75,56
63,36,3
3,53,81
40,93,56
51,54,89
73,51,92
48,85,92
52,62,57
68,51,28
74,12,33
99,12,2
49,28,23
62,76,24
100,31,8
63,72,90
70,43,9
27,50,89
82,79,87
12,28,32
95,95,53
55,21,68
81,60,87
46,67,71
1,50,16
44,14,56
7,29,44
42,33,36
10,76,26
5,75,75
47,2,12
27,19,59
4,58,93
44,11,10
32,37,23
74,43,75
80,2,44
90,27,81
100,62,23
50,63,94
17,82,51
62,51,85
88,60,53
54,51,26
92,80,71
4,68,82
62,43,32
69,61,57
98,26,25
87,80,56
3,98,73
10,4,51
71,26,89
59,42,11
95,91,36
32,96,100
32,62,59
38,68,19
46,21,43
2,99,34
73,82,53
27,44,91
24,7,88
46,44,77
23,59,60
27,19,13
13,96,71
93,76,64
63,34,87
73,35,82
6,4,41
46,96,87
74,47,68
21,92,19
94,48,48
71,37,39
70,15,93
25,16,36
100,49,10
60,27,55
77,4,33
68,19,39
8,95,55
72,59,68
19,10,50
98,14,84
41,87,100
47,4,88
99,100,51
13,94,83
56,90,92
73,98,38
23,47,78
53,73,80
71,15,57
34,80,21
91,34,75
29,75,68
82,21,7
25,71,19
50,53,81
49,100,40
78,27,9
82,26,45
54,100,6
52,35,73
46,44,37
46,61,23
45,77,37
46,66,57
97,82,75
82,1,20
76,64,47
78,69,95
45,35,46
5,57,79
11,69,43
19,20,53
76,58,80
28,99,59
98,41,13
18,96,15
9,9,3
27,21,63
83,91,32
50,21,12
26,12,70
42,67,88
35,42,20
71,28,11
44,87,1
2,96,35
9,43,82
20,27,90
52,46,34
11,69,99
96,79,43
38,34,89
3,47,69
100,78,32
15,17,70
18,94,86
50,85,97
75,8,43
17,45,17
21,4,64
98,5,94
12,48,78
40,13,18
64,90,11
51,55,8
21,72,79
82,99,64
52,94,78
15,36,79
74,1,14
70,26,76
11,9,78
97,2,41
33,31,10
7,72,50
92,31,35
65,42,2
52,10,41
82,23,88
46,81,27
18,66,65
81,94,17
24,2,26
59,46,1
68,80,67
21,16,69
75,55,85
30,36,3
100,100,95
23,28,100
32,46,93
95,16,96
95,39,80
13,62,37
49,98,22
94,55,43
87,80,10
51,97,6
27,83,12
54,86,77
71,4,97
95,91,51
89,1,5
50,56,89
17,94,35
92,82,42
34,35,51
16,85,73
32,47,26
42,29,40
73,71,35
47,16,50
2,3,10
60,56,61
67,35,62
72,11,9
36,38,35
10,96,79
64,72,91
74,54,71
5,59,82
64,77,86
87,38,62
85,46,15
27,39,18
62,86,45
80,28,96
72,32,67
3,94,71
83,36,64
21,50,62
84,31,65
44,15,23
53,85,12
62,61,26
1,42,61
79,2,52
49,90,53
86,55,87
6,62,42
55,3,15
11,31,29
46,22,87
100,93,5
21,68,51
26,52,47
25,24,75
60,28,4
65,55,20
19,66,67
44,75,4
34,53,63
38,67,76
29,73,71
11,71,65
13,22,71
86,78,74
34,45,44
55,45,81
99,58,90
58,26,46
48,65,61
29,82,79
94,34,83
58,68,12
71,46,57
52,96,24
24,40,6
44,99,74
23,31,83
93,28,26
69,43,58
15,23,62
97,96,66
7,7,13
33,87,27
11,31,34
25,63,84
27,36,79
34,43,74
54,25,72
15,42,22
31,88,7
57,76,41
93,32,41
89,46,27
62,29,44
52,96,78
65,84,100
27,59,26
74,10,30
60,26,37
42,52,64
84,96,81
87,9,71
47,67,95
27,55,72
5,33,4
35,10,56
24,11,81
24,57,27
46,96,100
71,2,28
47,74,71
44,69,64
20,3,45
81,17,80
90,57,44
20,42,7
2,62,7
25,55,82
96,79,50
47,2,99
21,59,53
7,91,49
18,88,54
99,7,55
4,57,13
100,58,9
46,74,99
82,5,45
24,56,12
72,55,13
74,15,88
78,48,83
46,79,26
60,62,19
13,1,94
57,41,95
11,55,85
30,36,84
15,25,1
12,88,98
91,79,50
85,21,38
41,96,67
50,65,56
97,38,79
58,81,2
7,59,88
78,60,50
7,34,9
70,84,89
73,90,76
14,69,52
4,93,61
65,83,90
39,88,17
63,64,49
70,9,81
12,2,39
69,25,82
96,38,30
22,37,41
43,11,92
31,2,61
94,50,70
47,79,97
5,61,60
81,72,38
38,20,70
3,84,70
68,8,72
1,13,52
68,61,95
12,89,20
48,84,42
39,54,1
43,69,26
85,27,70
12,67,23
42,35,29
96,17,19
98,29,100
85,37,3
13,60,31
18,51,65
94,20,50
34,53,65
74,78,3
41,100,55
82,23,89
23,71,99
50,45,73
57,8,23
16,15,28
10,43,6
40,62,40
36,18,84
3,44,38
19,43,95
37,89,74
19,48,23
96,76,37
19,92,20
5,66,60
94,39,41
62,24,17
40,12,78
52,51,15
100,53,92
35,81,42
83,76,38
51,35,92
49,40,37
16,26,93
45,5,15
100,81,40
46,37,27
47,77,59
35,55,5
7,100,74
16,23,86
28,80,56
66,30,79
60,67,8
7,47,51
87,28,40
7,66,71
33,32,65
98,86,69
8,83,91
78,62,86
23,26,24
66,75,54
8,16,52
33,88,83
75,42,84
91,63,67
14,70,29
72,37,9
80,85,75
90,74,75
49,43,65
28,45,89
82,86,66
45,29,25
95,22,10
40,65,31
82,70,30
33,85,75
3,2,26
94,12,1
84,65,13
92,56,18
60,53,23
30,13,83
57,31,29
21,32,34
99,94,8
18,97,52
22,12,29
76,80,30
93,27,95
70,15,50
80,76,41
79,2,60
44,81,51
47,71,72
65,94,76
31,24,19
98,89,74
61,20,74
80,69,54
4,35,88
49,57,86
68,57,69
46,75,54
10,36,92
22,60,79
27,42,18
9,34,71
90,51,1
20,48,56
13,26,1
12,29,88
79,36,7
63,95,59
3,73,64
40,57,13
90,4,94
68,33,70
45,34,60
83,98,29
67,20,75
46,86,72
32,87,32
87,24,86
84,41,51
21,5,98
65,30,4
70,46,92
30,61,79
55,35,44
68,19,22
4,16,6
100,57,35
87,66,97
73,94,23
10,5,24
62,31,45
92,43,62
89,71,65
22,33,72
19,60,56
38,15,17
50,18,88
57,59,88
18,64,61
49,64,59
27,32,45
60,15,1
85,45,68
31,52,4
47,34,41
23,1,74
70,24,45
65,78,13
63,43,13
2,17,4
1,1,52
21,11,35
1,25,86
28,67,49
14,60,25
21,74,61
54,1,41
26,82,24
91,10,37
44,34,13
42,22,28
91,3,35
73,50,75
47,33,14
87,78,35
44,46,15
40,76,44
60,28,18
9,13,76
95,1,83
79,19,88
67,30,41
86,22,1
64,96,61
88,88,1
71,55,64
54,51,39
95,72,80
71,28,33
96,71,93
12,55,69
52,48,50
28,44,19
29,89,54
63,17,48
26,70,15
23,13,2
85,6,29
7,61,6
67,34,40
34,59,66
22,21,56
53,47,64
69,52,19
9,79,71
58,45,100
77,29,37
75,72,57
38,16,97
94,35,4
21,68,97
54,48,99
1,64,15
39,78,89
59,85,10
43,65,69
64,4,66
63,17,45
77,54,20
3,60,57
93,46,92
38,52,26
10,19,13
55,35,60
87,42,10
32,40,60
24,5,96
62,78,74
63,40,29
85,73,83
12,5,58
85,39,81
30,14,46
46,74,3
95,37,16
83,46,87
100,77,36
10,32,58
89,25,2
9,98,31
46,47,55
84,20,76
81,72,100
58,24,50
75,9,61
59,64,72
7,19,34
22,44,14
12,19,76
83,57,20
75,15,12
39,48,59
40,16,49
86,24,24
40,99,78
47,27,12
8,97,6
37,35,44
93,71,19
59,36,18
54,59,35
4,8,27
34,11,20
71,95,43
50,94,24
48,71,44
61,76,74
95,64,73
9,91,73
52,3,25
40,80,3
88,16,95
51,26,46
92,98,93
53,69,96
91,53,23
31,51,95
70,92,11
31,80,83
76,65,7
41,20,70
75,52,65
76,73,92
44,3,34
23,73,2
15,78,15
12,94,51
12,4,60
64,70,5
33,26,10
15,93,57
66,57,5
90,95,60
71,59,12
72,24,1
55,63,17
89,74,9
8,29,53
36,97,73
5,4,60
78,17,36
43,94,15
8,90,74
74,14,32
28,84,95
78,88,73
42,90,99
46,95,30
94,41,29
93,5,89
51,40,42
5,37,82
80,20,81
89,64,26
55,4,72
39,94,46
99,100,19
38,48,3
92,32,3
42,83,26
73,15,25
9,82,73
38,29,100
69,18,63
29,22,66
46,38,42
98,11,2
3,87,99
47,8,74
86,21,40
25,54,93
73,46,24
50,66,5
87,18,34
47,28,51
1,88,91
36,23,2
26,8,61
89,77,6
85,84,18
12,86,6
21,14,58
13,95,100
6,62,24
86,79,28
95,37,30
1,2,35
64,39,16
73,48,41
59,78,66
98,26,43
46,59,24
64,34,15
82,4,95
97,13,88
29,76,72
43,7,32
22,45,48
64,70,59
31,51,41
52,36,66
38,27,43
